1	0	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	1	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	2	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	3	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	4	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	5	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	6	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	7	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	8	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	9	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	10	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	11	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	12	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	13	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	14	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
1	15	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	0	54	54	54	54	54	54	
